game,clip,frame_path,label_path,frame_name,visibility,x,y,status,split
game1,Clip8,../Dataset/game1/Clip8/0032.jpg,../Dataset/game1/Clip8/Label.csv,0032.jpg,1,744.0,197.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0033.jpg,../Dataset/game1/Clip8/Label.csv,0033.jpg,1,771.0,230.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0034.jpg,../Dataset/game1/Clip8/Label.csv,0034.jpg,1,804.0,264.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0035.jpg,../Dataset/game1/Clip8/Label.csv,0035.jpg,1,836.0,303.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0036.jpg,../Dataset/game1/Clip8/Label.csv,0036.jpg,1,871.0,345.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0037.jpg,../Dataset/game1/Clip8/Label.csv,0037.jpg,1,909.0,389.0,2,train
game1,Clip8,../Dataset/game1/Clip8/0038.jpg,../Dataset/game1/Clip8/Label.csv,0038.jpg,1,943.0,393.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0039.jpg,../Dataset/game1/Clip8/Label.csv,0039.jpg,1,977.0,399.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0040.jpg,../Dataset/game1/Clip8/Label.csv,0040.jpg,2,1009.0,406.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0041.jpg,../Dataset/game1/Clip8/Label.csv,0041.jpg,1,1052.0,420.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0042.jpg,../Dataset/game1/Clip8/Label.csv,0042.jpg,1,1095.0,435.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0043.jpg,../Dataset/game1/Clip8/Label.csv,0043.jpg,1,1140.0,451.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0044.jpg,../Dataset/game1/Clip8/Label.csv,0044.jpg,1,1188.0,472.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0045.jpg,../Dataset/game1/Clip8/Label.csv,0045.jpg,1,1245.0,495.0,0,train
game1,Clip8,../Dataset/game1/Clip8/0046.jpg,../Dataset/game1/Clip8/Label.csv,0046.jpg,0,-1.0,-1.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0000.jpg,../Dataset/game1/Clip7/Label.csv,0000.jpg,1,664.0,57.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0001.jpg,../Dataset/game1/Clip7/Label.csv,0001.jpg,1,665.0,51.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0002.jpg,../Dataset/game1/Clip7/Label.csv,0002.jpg,1,666.0,47.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0003.jpg,../Dataset/game1/Clip7/Label.csv,0003.jpg,1,667.0,44.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0004.jpg,../Dataset/game1/Clip7/Label.csv,0004.jpg,1,667.0,38.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0005.jpg,../Dataset/game1/Clip7/Label.csv,0005.jpg,1,666.0,36.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0006.jpg,../Dataset/game1/Clip7/Label.csv,0006.jpg,1,667.0,35.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0007.jpg,../Dataset/game1/Clip7/Label.csv,0007.jpg,1,667.0,35.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0008.jpg,../Dataset/game1/Clip7/Label.csv,0008.jpg,1,667.0,34.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0009.jpg,../Dataset/game1/Clip7/Label.csv,0009.jpg,1,668.0,35.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0010.jpg,../Dataset/game1/Clip7/Label.csv,0010.jpg,1,668.0,38.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0011.jpg,../Dataset/game1/Clip7/Label.csv,0011.jpg,1,669.0,39.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0012.jpg,../Dataset/game1/Clip7/Label.csv,0012.jpg,1,669.0,43.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0013.jpg,../Dataset/game1/Clip7/Label.csv,0013.jpg,1,668.0,45.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0014.jpg,../Dataset/game1/Clip7/Label.csv,0014.jpg,1,671.0,50.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0015.jpg,../Dataset/game1/Clip7/Label.csv,0015.jpg,1,671.0,55.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0016.jpg,../Dataset/game1/Clip7/Label.csv,0016.jpg,1,665.0,71.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0017.jpg,../Dataset/game1/Clip7/Label.csv,0017.jpg,2,655.0,97.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0018.jpg,../Dataset/game1/Clip7/Label.csv,0018.jpg,1,649.0,127.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0019.jpg,../Dataset/game1/Clip7/Label.csv,0019.jpg,2,641.0,145.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0020.jpg,../Dataset/game1/Clip7/Label.csv,0020.jpg,2,629.0,175.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0021.jpg,../Dataset/game1/Clip7/Label.csv,0021.jpg,1,624.0,207.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0022.jpg,../Dataset/game1/Clip7/Label.csv,0022.jpg,1,614.0,238.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0023.jpg,../Dataset/game1/Clip7/Label.csv,0023.jpg,1,607.0,275.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0024.jpg,../Dataset/game1/Clip7/Label.csv,0024.jpg,1,602.0,314.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0025.jpg,../Dataset/game1/Clip7/Label.csv,0025.jpg,1,596.0,359.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0026.jpg,../Dataset/game1/Clip7/Label.csv,0026.jpg,1,591.0,371.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0027.jpg,../Dataset/game1/Clip7/Label.csv,0027.jpg,1,583.0,375.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0028.jpg,../Dataset/game1/Clip7/Label.csv,0028.jpg,1,578.0,380.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0029.jpg,../Dataset/game1/Clip7/Label.csv,0029.jpg,1,572.0,386.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0030.jpg,../Dataset/game1/Clip7/Label.csv,0030.jpg,1,567.0,396.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0031.jpg,../Dataset/game1/Clip7/Label.csv,0031.jpg,1,562.0,408.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0032.jpg,../Dataset/game1/Clip7/Label.csv,0032.jpg,1,556.0,421.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0033.jpg,../Dataset/game1/Clip7/Label.csv,0033.jpg,1,551.0,439.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0034.jpg,../Dataset/game1/Clip7/Label.csv,0034.jpg,1,548.0,443.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0035.jpg,../Dataset/game1/Clip7/Label.csv,0035.jpg,1,548.0,398.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0036.jpg,../Dataset/game1/Clip7/Label.csv,0036.jpg,1,549.0,362.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0037.jpg,../Dataset/game1/Clip7/Label.csv,0037.jpg,1,549.0,332.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0038.jpg,../Dataset/game1/Clip7/Label.csv,0038.jpg,1,550.0,309.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0039.jpg,../Dataset/game1/Clip7/Label.csv,0039.jpg,2,550.0,287.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0040.jpg,../Dataset/game1/Clip7/Label.csv,0040.jpg,1,551.0,269.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0041.jpg,../Dataset/game1/Clip7/Label.csv,0041.jpg,1,551.0,254.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0042.jpg,../Dataset/game1/Clip7/Label.csv,0042.jpg,1,552.0,243.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0043.jpg,../Dataset/game1/Clip7/Label.csv,0043.jpg,1,554.0,233.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0044.jpg,../Dataset/game1/Clip7/Label.csv,0044.jpg,2,555.0,224.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0045.jpg,../Dataset/game1/Clip7/Label.csv,0045.jpg,1,555.0,218.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0046.jpg,../Dataset/game1/Clip7/Label.csv,0046.jpg,1,557.0,211.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0047.jpg,../Dataset/game1/Clip7/Label.csv,0047.jpg,1,556.0,208.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0048.jpg,../Dataset/game1/Clip7/Label.csv,0048.jpg,1,558.0,207.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0049.jpg,../Dataset/game1/Clip7/Label.csv,0049.jpg,1,559.0,205.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0050.jpg,../Dataset/game1/Clip7/Label.csv,0050.jpg,1,560.0,205.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0051.jpg,../Dataset/game1/Clip7/Label.csv,0051.jpg,1,560.0,205.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0052.jpg,../Dataset/game1/Clip7/Label.csv,0052.jpg,1,562.0,207.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0053.jpg,../Dataset/game1/Clip7/Label.csv,0053.jpg,1,563.0,205.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0054.jpg,../Dataset/game1/Clip7/Label.csv,0054.jpg,1,563.0,193.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0055.jpg,../Dataset/game1/Clip7/Label.csv,0055.jpg,1,563.0,184.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0056.jpg,../Dataset/game1/Clip7/Label.csv,0056.jpg,2,562.0,175.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0057.jpg,../Dataset/game1/Clip7/Label.csv,0057.jpg,1,566.0,163.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0058.jpg,../Dataset/game1/Clip7/Label.csv,0058.jpg,2,566.0,155.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0059.jpg,../Dataset/game1/Clip7/Label.csv,0059.jpg,2,566.0,145.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0060.jpg,../Dataset/game1/Clip7/Label.csv,0060.jpg,1,567.0,143.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0061.jpg,../Dataset/game1/Clip7/Label.csv,0061.jpg,1,568.0,137.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0062.jpg,../Dataset/game1/Clip7/Label.csv,0062.jpg,1,574.0,136.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0063.jpg,../Dataset/game1/Clip7/Label.csv,0063.jpg,1,582.0,137.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0064.jpg,../Dataset/game1/Clip7/Label.csv,0064.jpg,2,592.0,138.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0065.jpg,../Dataset/game1/Clip7/Label.csv,0065.jpg,1,602.0,141.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0066.jpg,../Dataset/game1/Clip7/Label.csv,0066.jpg,2,613.0,145.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0067.jpg,../Dataset/game1/Clip7/Label.csv,0067.jpg,2,624.0,150.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0068.jpg,../Dataset/game1/Clip7/Label.csv,0068.jpg,1,638.0,160.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0069.jpg,../Dataset/game1/Clip7/Label.csv,0069.jpg,1,648.0,168.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0070.jpg,../Dataset/game1/Clip7/Label.csv,0070.jpg,2,660.0,178.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0071.jpg,../Dataset/game1/Clip7/Label.csv,0071.jpg,1,672.0,190.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0072.jpg,../Dataset/game1/Clip7/Label.csv,0072.jpg,1,688.0,202.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0073.jpg,../Dataset/game1/Clip7/Label.csv,0073.jpg,1,703.0,217.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0074.jpg,../Dataset/game1/Clip7/Label.csv,0074.jpg,1,714.0,233.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0075.jpg,../Dataset/game1/Clip7/Label.csv,0075.jpg,2,729.0,251.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0076.jpg,../Dataset/game1/Clip7/Label.csv,0076.jpg,1,742.0,270.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0077.jpg,../Dataset/game1/Clip7/Label.csv,0077.jpg,2,757.0,291.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0078.jpg,../Dataset/game1/Clip7/Label.csv,0078.jpg,1,775.0,316.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0079.jpg,../Dataset/game1/Clip7/Label.csv,0079.jpg,1,791.0,338.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0080.jpg,../Dataset/game1/Clip7/Label.csv,0080.jpg,1,808.0,369.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0081.jpg,../Dataset/game1/Clip7/Label.csv,0081.jpg,1,824.0,398.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0082.jpg,../Dataset/game1/Clip7/Label.csv,0082.jpg,1,840.0,429.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0083.jpg,../Dataset/game1/Clip7/Label.csv,0083.jpg,1,859.0,456.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0084.jpg,../Dataset/game1/Clip7/Label.csv,0084.jpg,1,872.0,453.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0085.jpg,../Dataset/game1/Clip7/Label.csv,0085.jpg,1,887.0,452.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0086.jpg,../Dataset/game1/Clip7/Label.csv,0086.jpg,1,899.0,451.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0087.jpg,../Dataset/game1/Clip7/Label.csv,0087.jpg,1,915.0,452.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0088.jpg,../Dataset/game1/Clip7/Label.csv,0088.jpg,2,933.0,454.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0089.jpg,../Dataset/game1/Clip7/Label.csv,0089.jpg,1,944.0,457.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0090.jpg,../Dataset/game1/Clip7/Label.csv,0090.jpg,2,917.0,427.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0091.jpg,../Dataset/game1/Clip7/Label.csv,0091.jpg,2,882.0,395.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0092.jpg,../Dataset/game1/Clip7/Label.csv,0092.jpg,1,839.0,360.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0093.jpg,../Dataset/game1/Clip7/Label.csv,0093.jpg,1,778.0,310.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0094.jpg,../Dataset/game1/Clip7/Label.csv,0094.jpg,1,750.0,290.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0095.jpg,../Dataset/game1/Clip7/Label.csv,0095.jpg,2,730.0,275.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0096.jpg,../Dataset/game1/Clip7/Label.csv,0096.jpg,1,706.0,263.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0097.jpg,../Dataset/game1/Clip7/Label.csv,0097.jpg,2,688.0,252.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0098.jpg,../Dataset/game1/Clip7/Label.csv,0098.jpg,2,669.0,243.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0099.jpg,../Dataset/game1/Clip7/Label.csv,0099.jpg,1,652.0,237.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0100.jpg,../Dataset/game1/Clip7/Label.csv,0100.jpg,2,637.0,232.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0101.jpg,../Dataset/game1/Clip7/Label.csv,0101.jpg,1,624.0,228.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0102.jpg,../Dataset/game1/Clip7/Label.csv,0102.jpg,1,610.0,226.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0103.jpg,../Dataset/game1/Clip7/Label.csv,0103.jpg,2,597.0,225.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0104.jpg,../Dataset/game1/Clip7/Label.csv,0104.jpg,1,585.0,225.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0105.jpg,../Dataset/game1/Clip7/Label.csv,0105.jpg,2,576.0,226.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0106.jpg,../Dataset/game1/Clip7/Label.csv,0106.jpg,1,564.0,226.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0107.jpg,../Dataset/game1/Clip7/Label.csv,0107.jpg,2,559.0,224.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0108.jpg,../Dataset/game1/Clip7/Label.csv,0108.jpg,1,548.0,207.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0109.jpg,../Dataset/game1/Clip7/Label.csv,0109.jpg,1,543.0,195.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0110.jpg,../Dataset/game1/Clip7/Label.csv,0110.jpg,1,536.0,186.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0111.jpg,../Dataset/game1/Clip7/Label.csv,0111.jpg,2,533.0,178.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0112.jpg,../Dataset/game1/Clip7/Label.csv,0112.jpg,1,528.0,168.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0113.jpg,../Dataset/game1/Clip7/Label.csv,0113.jpg,2,521.0,161.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0114.jpg,../Dataset/game1/Clip7/Label.csv,0114.jpg,1,516.0,152.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0115.jpg,../Dataset/game1/Clip7/Label.csv,0115.jpg,1,511.0,150.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0116.jpg,../Dataset/game1/Clip7/Label.csv,0116.jpg,1,509.0,145.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0117.jpg,../Dataset/game1/Clip7/Label.csv,0117.jpg,1,504.0,143.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0118.jpg,../Dataset/game1/Clip7/Label.csv,0118.jpg,1,499.0,142.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0119.jpg,../Dataset/game1/Clip7/Label.csv,0119.jpg,1,493.0,140.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0120.jpg,../Dataset/game1/Clip7/Label.csv,0120.jpg,1,489.0,140.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0121.jpg,../Dataset/game1/Clip7/Label.csv,0121.jpg,1,488.0,138.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0122.jpg,../Dataset/game1/Clip7/Label.csv,0122.jpg,1,488.0,136.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0123.jpg,../Dataset/game1/Clip7/Label.csv,0123.jpg,1,489.0,135.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0124.jpg,../Dataset/game1/Clip7/Label.csv,0124.jpg,1,489.0,136.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0125.jpg,../Dataset/game1/Clip7/Label.csv,0125.jpg,1,491.0,139.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0126.jpg,../Dataset/game1/Clip7/Label.csv,0126.jpg,1,491.0,143.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0127.jpg,../Dataset/game1/Clip7/Label.csv,0127.jpg,1,490.0,147.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0128.jpg,../Dataset/game1/Clip7/Label.csv,0128.jpg,1,493.0,152.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0129.jpg,../Dataset/game1/Clip7/Label.csv,0129.jpg,1,493.0,159.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0130.jpg,../Dataset/game1/Clip7/Label.csv,0130.jpg,1,494.0,170.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0131.jpg,../Dataset/game1/Clip7/Label.csv,0131.jpg,1,497.0,179.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0132.jpg,../Dataset/game1/Clip7/Label.csv,0132.jpg,1,499.0,193.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0133.jpg,../Dataset/game1/Clip7/Label.csv,0133.jpg,1,501.0,208.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0134.jpg,../Dataset/game1/Clip7/Label.csv,0134.jpg,2,502.0,222.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0135.jpg,../Dataset/game1/Clip7/Label.csv,0135.jpg,1,504.0,241.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0136.jpg,../Dataset/game1/Clip7/Label.csv,0136.jpg,1,508.0,260.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0137.jpg,../Dataset/game1/Clip7/Label.csv,0137.jpg,1,509.0,284.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0138.jpg,../Dataset/game1/Clip7/Label.csv,0138.jpg,1,513.0,306.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0139.jpg,../Dataset/game1/Clip7/Label.csv,0139.jpg,1,515.0,333.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0140.jpg,../Dataset/game1/Clip7/Label.csv,0140.jpg,1,517.0,360.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0141.jpg,../Dataset/game1/Clip7/Label.csv,0141.jpg,1,520.0,391.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0142.jpg,../Dataset/game1/Clip7/Label.csv,0142.jpg,1,525.0,421.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0143.jpg,../Dataset/game1/Clip7/Label.csv,0143.jpg,1,528.0,454.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0144.jpg,../Dataset/game1/Clip7/Label.csv,0144.jpg,1,533.0,489.0,2,train
game1,Clip7,../Dataset/game1/Clip7/0145.jpg,../Dataset/game1/Clip7/Label.csv,0145.jpg,1,533.0,488.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0146.jpg,../Dataset/game1/Clip7/Label.csv,0146.jpg,1,536.0,487.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0147.jpg,../Dataset/game1/Clip7/Label.csv,0147.jpg,1,539.0,486.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0148.jpg,../Dataset/game1/Clip7/Label.csv,0148.jpg,1,539.0,488.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0149.jpg,../Dataset/game1/Clip7/Label.csv,0149.jpg,1,559.0,446.0,1,train
game1,Clip7,../Dataset/game1/Clip7/0150.jpg,../Dataset/game1/Clip7/Label.csv,0150.jpg,1,578.0,403.0,0,train
game1,Clip7,../Dataset/game1/Clip7/0151.jpg,../Dataset/game1/Clip7/Label.csv,0151.jpg,1,596.0,363.0,0,train
