split,game,clip,frame_idx,status,is_bounce,y_soft,x_norm,y_norm,vx,vy,ax,ay,speed,accel_mag,dtheta,visible,interp,y_diff_back_1,y_diff_fut_1,x_diff_back_1,x_diff_fut_1,y_div_1,x_div_1,y_diff_back_2,y_diff_fut_2,x_diff_back_2,x_diff_fut_2,y_div_2,x_div_2,y_diff_back_3,y_diff_fut_3,x_diff_back_3,x_diff_fut_3,y_div_3,x_div_3,y_diff_back_4,y_diff_fut_4,x_diff_back_4,x_diff_fut_4,y_div_4,x_div_4,y_diff_back_5,y_diff_fut_5,x_diff_back_5,x_diff_fut_5,y_div_5,x_div_5,y_diff_back_6,y_diff_fut_6,x_diff_back_6,x_diff_fut_6,y_div_6,x_div_6,y_diff_back_7,y_diff_fut_7,x_diff_back_7,x_diff_fut_7,y_div_7,x_div_7,y_diff_back_8,y_diff_fut_8,x_diff_back_8,x_diff_fut_8,y_div_8,x_div_8,y_diff_back_9,y_diff_fut_9,x_diff_back_9,x_diff_fut_9,y_div_9,x_div_9,y_diff_back_10,y_diff_fut_10,x_diff_back_10,x_diff_fut_10,y_div_10,x_div_10
train,game9,Clip1,10,0,0,1.4923747614760575e-99,0.4625,0.016666668,-5.3078986e-16,-2.5714285,0.0952381,0.85714287,2.5714285,0.86241764,0.031904064,1.0,0.0,-4.0,1.0,1.0,1.0,-0.25000006,0.999999,-8.0,3.0,0.0,0.0,-0.37500006,0.0,-12.0,3.0,1.0,1.0,-0.25000003,0.999999,-17.0,4.0,1.0,0.0,-0.23529413,0.0,-21.0,3.0,0.0,1.0,-0.14285715,20.0,-28.0,2.0,1.0,1.0,-0.071428575,0.999999,-35.0,0.0,1.0,1.0,-0.0,0.999999,-43.0,-3.0,0.0,1.0,0.069767445,20.0,-49.0,-5.0,0.0,1.0,0.10204082,20.0,-57.0,-9.0,0.0,1.0,0.15789475,20.0
train,game9,Clip1,11,0,0,1.7947362817304427e-93,0.46328124,0.015277778,-5.3168645e-16,-1.8928572,-0.0952381,0.78571427,1.8928572,0.7914652,-2.220446e-16,1.0,0.0,-1.0,2.0,1.0,1.0,-2.000002,0.999999,-5.0,2.0,0.0,0.0,-0.40000007,0.0,-9.0,3.0,1.0,1.0,-0.33333337,0.999999,-13.0,2.0,0.0,0.0,-0.15384616,0.0,-18.0,1.0,0.0,0.0,-0.05555556,0.0,-22.0,-1.0,1.0,0.0,0.045454547,0.0,-29.0,-4.0,0.0,0.0,0.13793103,0.0,-36.0,-6.0,0.0,0.0,0.16666667,0.0,-44.0,-10.0,1.0,0.0,0.22727273,0.0,-50.0,-14.0,1.0,0.0,0.28,0.0
train,game9,Clip1,12,0,0,1.3838965267367376e-87,0.4625,0.0125,-5.3078986e-16,-1.1071428,0.0952381,0.6904762,1.1071428,0.6970134,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,-0.0,0.999999,-3.0,1.0,0.0,0.0,-0.33333343,0.0,-7.0,0.0,1.0,1.0,-0.0,0.999999,-11.0,-1.0,0.0,1.0,0.0909091,20.0,-15.0,-3.0,1.0,1.0,0.20000002,0.999999,-20.0,-6.0,1.0,1.0,0.3,0.999999,-24.0,-8.0,0.0,1.0,0.33333334,20.0,-31.0,-12.0,1.0,1.0,0.3870968,0.999999,-38.0,-16.0,1.0,1.0,0.42105263,0.999999,-46.0,-20.0,0.0,2.0,0.43478262,20.0
train,game9,Clip1,13,0,0,6.842059184017643e-82,0.46328124,0.0125,0.10714286,-0.39285713,0.023809524,0.54761904,0.40720552,0.5481364,0.26625204,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.999999,-2.0,0.0,0.0,0.0,-0.0,0.0,-3.0,-1.0,1.0,0.0,0.33333343,0.0,-7.0,-3.0,0.0,0.0,0.4285715,0.0,-11.0,-6.0,1.0,0.0,0.5454546,0.0,-15.0,-8.0,0.0,0.0,0.53333336,0.0,-20.0,-12.0,0.0,0.0,0.6,0.0,-24.0,-16.0,1.0,0.0,0.6666667,0.0,-31.0,-20.0,0.0,1.0,0.64516133,20.0,-38.0,-26.0,0.0,0.0,0.68421054,0.0
train,game9,Clip1,14,0,0,2.1689536131351845e-76,0.4625,0.011111111,0.071428575,0.17857143,0.0952381,0.6904762,0.19232732,0.6970134,2.4948342,1.0,0.0,-1.0,-1.0,1.0,1.0,1.000001,0.999999,-1.0,-2.0,0.0,1.0,2.000002,20.0,-3.0,-4.0,1.0,1.0,1.3333337,0.999999,-4.0,-7.0,0.0,1.0,1.7500005,20.0,-8.0,-9.0,1.0,1.0,1.1250001,0.999999,-12.0,-13.0,0.0,1.0,1.0833334,20.0,-16.0,-17.0,1.0,1.0,1.0625001,0.999999,-21.0,-21.0,1.0,2.0,1.0,1.999998,-25.0,-27.0,0.0,1.0,1.08,20.0,-32.0,-35.0,1.0,2.0,1.09375,1.999998
train,game9,Clip1,15,0,0,4.408531331463226e-71,0.46328124,0.0125,0.14285715,0.9285714,-0.04761905,0.71428573,0.93949616,0.7158713,0.22785705,1.0,0.0,1.0,-1.0,1.0,0.0,-0.999999,0.0,0.0,-3.0,0.0,0.0,-20.0,0.0,0.0,-6.0,1.0,0.0,-20.0,0.0,-2.0,-8.0,0.0,0.0,4.000002,0.0,-3.0,-12.0,1.0,0.0,4.0000014,0.0,-7.0,-16.0,0.0,0.0,2.2857146,0.0,-11.0,-20.0,1.0,1.0,1.818182,0.999999,-15.0,-26.0,0.0,0.0,1.7333335,0.0,-20.0,-34.0,0.0,1.0,1.7,20.0,-24.0,-40.0,1.0,1.0,1.6666667,0.999999
train,game9,Clip1,16,0,0,5.745367715230645e-66,0.46328124,0.013888889,0.071428575,1.4642857,4.1244785e-14,0.64285713,1.4660268,0.64285713,0.10390747,1.0,0.0,1.0,-2.0,0.0,0.0,-1.999998,0.0,2.0,-5.0,1.0,0.0,-2.4999988,0.0,1.0,-7.0,0.0,0.0,-6.999993,0.0,1.0,-11.0,1.0,0.0,-10.999989,0.0,-1.0,-15.0,0.0,0.0,15.000015,0.0,-2.0,-19.0,1.0,1.0,9.500005,0.999999,-6.0,-25.0,0.0,0.0,4.1666675,0.0,-10.0,-33.0,1.0,1.0,3.3000004,0.999999,-14.0,-39.0,0.0,1.0,2.7857144,20.0,-19.0,-46.0,0.0,0.0,2.4210527,0.0
train,game9,Clip1,17,0,0,4.800892238919128e-61,0.46328124,0.016666668,0.10714286,2.142857,-0.11904762,0.52380955,2.145534,0.5371674,-0.0012165444,1.0,0.0,2.0,-3.0,0.0,0.0,-1.4999993,0.0,3.0,-5.0,0.0,0.0,-1.6666662,0.0,4.0,-9.0,1.0,0.0,-2.2499995,0.0,3.0,-13.0,0.0,0.0,-4.333332,0.0,3.0,-17.0,1.0,1.0,-5.6666646,0.999999,1.0,-23.0,0.0,0.0,-20.0,0.0,0.0,-31.0,1.0,1.0,-20.0,0.999999,-4.0,-37.0,0.0,1.0,9.250002,20.0,-8.0,-44.0,1.0,0.0,5.5000005,0.0,-12.0,-56.0,0.0,5.0,4.666667,20.0
train,game9,Clip1,18,0,0,2.572209372642415e-56,0.46328124,0.020833334,-5.3168645e-16,2.6785715,4.1244785e-14,0.54761904,2.6785715,0.54761904,0.049958397,1.0,0.0,3.0,-2.0,0.0,0.0,-0.66666645,0.0,5.0,-6.0,0.0,0.0,-1.1999998,0.0,6.0,-10.0,0.0,0.0,-1.6666664,0.0,7.0,-14.0,1.0,1.0,-1.9999998,0.999999,6.0,-20.0,0.0,0.0,-3.3333328,0.0,6.0,-28.0,1.0,1.0,-4.666666,0.999999,4.0,-34.0,0.0,1.0,-8.499998,20.0,3.0,-41.0,1.0,0.0,-13.666662,0.0,-1.0,-53.0,0.0,5.0,20.0,20.0,-5.0,-67.0,1.0,13.0,13.4000025,12.999987
train,game9,Clip1,19,0,0,8.836309217492221e-52,0.46328124,0.023611112,0.10714286,3.1785715,0.11904762,0.45238096,3.1803768,0.4677829,-0.03369511,1.0,0.0,2.0,-4.0,0.0,0.0,-1.999999,0.0,5.0,-8.0,0.0,0.0,-1.5999997,0.0,7.0,-12.0,0.0,1.0,-1.7142855,20.0,8.0,-18.0,0.0,0.0,-2.2499998,0.0,9.0,-26.0,1.0,1.0,-2.8888886,0.999999,8.0,-32.0,0.0,1.0,-3.9999995,20.0,8.0,-39.0,1.0,0.0,-4.8749995,0.0,6.0,-51.0,0.0,5.0,-8.499999,20.0,5.0,-65.0,1.0,13.0,-12.999997,12.999987,1.0,-80.0,0.0,20.0,-20.0,20.0
train,game9,Clip1,20,0,0,1.9463266273143323e-47,0.46328124,0.029166667,0.071428575,3.75,4.1244785e-14,0.5952381,3.7506802,0.5952381,0.014649792,1.0,0.0,4.0,-4.0,0.0,0.0,-0.99999976,0.0,6.0,-8.0,0.0,1.0,-1.3333331,20.0,9.0,-14.0,0.0,0.0,-1.5555553,0.0,11.0,-22.0,0.0,1.0,-1.9999998,20.0,12.0,-28.0,0.0,1.0,-2.3333333,20.0,13.0,-35.0,1.0,0.0,-2.6923075,0.0,12.0,-47.0,0.0,5.0,-3.9166663,20.0,12.0,-61.0,1.0,13.0,-5.083333,12.999987,10.0,-76.0,0.0,20.0,-7.5999994,20.0,9.0,-96.0,1.0,28.0,-10.666665,20.0
train,game9,Clip1,21,0,0,2.7487850079102147e-43,0.46328124,0.034722224,0.14285715,4.571429,0.04761905,0.95238096,4.5736604,0.95357066,-0.012194517,1.0,0.0,4.0,-4.0,0.0,1.0,-0.99999976,20.0,8.0,-10.0,0.0,0.0,-1.2499999,0.0,10.0,-18.0,0.0,1.0,-1.7999998,20.0,13.0,-24.0,0.0,1.0,-1.8461537,20.0,15.0,-31.0,0.0,0.0,-2.0666666,0.0,16.0,-43.0,0.0,5.0,-2.6874998,20.0,17.0,-57.0,1.0,13.0,-3.352941,12.999987,16.0,-72.0,0.0,20.0,-4.4999995,20.0,16.0,-92.0,1.0,28.0,-5.7499995,20.0,14.0,-104.0,0.0,38.0,-7.4285707,20.0
train,game9,Clip1,22,0,0,2.4891212533275125e-39,0.4640625,0.04027778,0.17857143,5.357143,0.023809524,0.8095238,5.3601184,0.8098739,-0.0020811625,1.0,0.0,4.0,-6.0,1.0,1.0,-1.4999996,0.999999,8.0,-14.0,1.0,0.0,-1.7499998,0.0,12.0,-20.0,1.0,0.0,-1.6666665,0.0,14.0,-27.0,1.0,1.0,-1.9285713,0.999999,17.0,-39.0,1.0,4.0,-2.2941175,3.999996,19.0,-53.0,1.0,12.0,-2.7894735,11.999988,20.0,-68.0,1.0,19.0,-3.3999999,18.99998,21.0,-88.0,2.0,27.0,-4.190476,13.499993,20.0,-100.0,1.0,37.0,-4.9999995,20.0,20.0,-121.0,2.0,51.0,-6.0499997,20.0
train,game9,Clip1,23,0,0,1.4452120129541458e-35,0.46328124,0.048611112,0.071428575,5.964286,-0.14285715,0.6904762,5.9647136,0.70509964,0.02134552,1.0,0.0,6.0,-8.0,1.0,1.0,-1.3333331,0.999999,10.0,-14.0,0.0,1.0,-1.3999999,20.0,14.0,-21.0,0.0,0.0,-1.4999999,0.0,18.0,-33.0,0.0,5.0,-1.8333333,20.0,20.0,-47.0,0.0,13.0,-2.35,20.0,23.0,-62.0,0.0,20.0,-2.695652,20.0,25.0,-82.0,0.0,28.0,-3.28,20.0,26.0,-94.0,0.0,38.0,-3.6153846,20.0,27.0,-115.0,1.0,52.0,-4.259259,20.0,26.0,-133.0,0.0,61.0,-5.1153846,20.0
train,game9,Clip1,24,0,0,5.380186160021138e-32,0.4640625,0.059722222,0.5,7.035714,0.42857143,0.97619045,7.053458,1.0661244,-0.058971237,1.0,0.0,8.0,-6.0,1.0,0.0,-0.7499999,0.0,14.0,-13.0,0.0,1.0,-0.92857134,20.0,18.0,-25.0,1.0,4.0,-1.3888888,3.999996,22.0,-39.0,1.0,12.0,-1.7727273,11.999988,26.0,-54.0,1.0,19.0,-2.076923,18.99998,28.0,-74.0,1.0,27.0,-2.642857,20.0,31.0,-86.0,1.0,37.0,-2.7741935,20.0,33.0,-107.0,1.0,51.0,-3.2424242,20.0,34.0,-125.0,1.0,60.0,-3.6764705,20.0,35.0,-147.0,2.0,70.0,-4.2,20.0
train,game9,Clip1,25,0,0,1.2842313672676012e-28,0.4640625,0.068055555,1.6071428,8.5,1.5,1.4761904,8.650601,2.1045518,-0.11592292,1.0,0.0,6.0,-7.0,0.0,1.0,-1.1666665,20.0,14.0,-19.0,1.0,4.0,-1.3571428,3.999996,20.0,-33.0,0.0,12.0,-1.65,20.0,24.0,-48.0,1.0,19.0,-1.9999999,18.99998,28.0,-68.0,1.0,27.0,-2.4285712,20.0,32.0,-80.0,1.0,37.0,-2.5,20.0,34.0,-101.0,1.0,51.0,-2.9705882,20.0,37.0,-119.0,1.0,60.0,-3.216216,20.0,39.0,-141.0,1.0,70.0,-3.6153846,20.0,40.0,-161.0,1.0,82.0,-4.025,20.0
train,game9,Clip1,26,0,0,1.9654838241636744e-25,0.46328124,0.07777778,3.142857,10.107142,1.9523809,2.0238094,10.584512,2.8120449,-0.11460622,1.0,0.0,7.0,-12.0,1.0,5.0,-1.7142855,4.999995,13.0,-26.0,1.0,13.0,-1.9999999,12.999987,21.0,-41.0,0.0,20.0,-1.9523809,20.0,27.0,-61.0,1.0,28.0,-2.2592592,20.0,31.0,-73.0,0.0,38.0,-2.3548386,20.0,35.0,-94.0,0.0,52.0,-2.6857142,20.0,39.0,-112.0,0.0,61.0,-2.8717947,20.0,41.0,-134.0,0.0,71.0,-3.2682927,20.0,44.0,-154.0,0.0,83.0,-3.5,20.0,46.0,-182.0,0.0,98.0,-3.9565217,20.0
train,game9,Clip1,27,1,0,1.9287498479639178e-22,0.4671875,0.094444446,4.714286,12.285714,2.047619,2.7142856,13.159151,3.4000134,-0.06491856,1.0,0.0,12.0,-14.0,5.0,8.0,-1.1666666,1.5999997,19.0,-29.0,4.0,15.0,-1.5263157,3.749999,25.0,-49.0,4.0,23.0,-1.9599999,5.7499986,33.0,-61.0,5.0,33.0,-1.8484848,6.5999985,39.0,-82.0,4.0,47.0,-2.102564,11.749997,43.0,-100.0,5.0,56.0,-2.3255813,11.199998,47.0,-122.0,5.0,66.0,-2.5957446,13.199997,51.0,-142.0,5.0,78.0,-2.7843137,15.599997,53.0,-170.0,5.0,93.0,-3.2075472,18.599997,56.0,-200.0,5.0,110.0,-3.5714285,20.0
train,game9,Clip1,28,0,0,1.2135636681257875e-19,0.4734375,0.11388889,6.5,13.964286,1.6190476,1.5952381,15.402964,2.2729056,-0.06925222,1.0,0.0,14.0,-15.0,8.0,7.0,-1.0714285,0.8749999,26.0,-35.0,13.0,15.0,-1.3461537,1.153846,33.0,-47.0,12.0,25.0,-1.4242424,2.0833333,39.0,-68.0,12.0,39.0,-1.7435896,3.2499998,47.0,-86.0,13.0,48.0,-1.8297873,3.6923075,53.0,-108.0,12.0,58.0,-2.0377357,4.833333,57.0,-128.0,13.0,70.0,-2.245614,5.384615,61.0,-156.0,13.0,85.0,-2.557377,6.538461,65.0,-186.0,13.0,102.0,-2.8615384,7.8461533,67.0,-210.0,13.0,115.0,-3.1343284,8.846153
train,game9,Clip1,29,0,0,4.895865264586114e-17,0.47890624,0.13472222,8.464286,15.678572,1.3571428,1.0714285,17.817455,1.7291026,-0.05938081,1.0,0.0,15.0,-20.0,7.0,8.0,-1.3333333,1.142857,29.0,-32.0,15.0,18.0,-1.1034483,1.1999999,41.0,-53.0,20.0,32.0,-1.2926829,1.5999999,48.0,-71.0,19.0,41.0,-1.4791666,2.1578946,54.0,-93.0,19.0,51.0,-1.7222222,2.6842103,62.0,-113.0,20.0,63.0,-1.8225806,3.1499999,68.0,-141.0,19.0,78.0,-2.0735295,4.1052628,72.0,-171.0,20.0,95.0,-2.375,4.75,76.0,-195.0,20.0,108.0,-2.5657895,5.3999996,80.0,-221.0,20.0,123.0,-2.7625,6.1499996
train,game9,Clip1,30,0,0,1.2664165549094176e-14,0.48515624,0.1625,9.428572,16.714285,1.0476191,0.8095238,19.190239,1.3239466,-0.018578565,1.0,0.0,20.0,-12.0,8.0,10.0,-0.59999996,1.2499999,35.0,-33.0,15.0,24.0,-0.9428571,1.5999999,49.0,-51.0,23.0,33.0,-1.0408163,1.4347825,61.0,-73.0,28.0,43.0,-1.1967213,1.5357143,68.0,-93.0,27.0,55.0,-1.367647,2.037037,74.0,-121.0,27.0,70.0,-1.635135,2.5925925,82.0,-151.0,28.0,87.0,-1.8414634,3.1071427,88.0,-175.0,27.0,100.0,-1.9886364,3.7037036,92.0,-201.0,28.0,115.0,-2.1847825,4.107143,96.0,-236.0,28.0,135.0,-2.4583333,4.8214283
train,game9,Clip1,31,0,0,2.1004092927322602e-12,0.49296874,0.17916666,10.0,17.821428,0.6666667,1.0238096,20.435345,1.2217325,0.0022637642,1.0,0.0,12.0,-21.0,10.0,14.0,-1.7499999,1.3999999,32.0,-39.0,18.0,23.0,-1.21875,1.2777777,47.0,-61.0,25.0,33.0,-1.2978723,1.3199999,61.0,-81.0,33.0,45.0,-1.3278688,1.3636364,73.0,-109.0,38.0,60.0,-1.4931507,1.5789473,80.0,-139.0,37.0,77.0,-1.7375,2.081081,86.0,-163.0,37.0,90.0,-1.8953488,2.4324324,94.0,-189.0,38.0,105.0,-2.0106382,2.7631578,100.0,-224.0,37.0,125.0,-2.24,3.3783784,104.0,-255.0,38.0,141.0,-2.4519231,3.7105262
train,game9,Clip1,32,0,0,2.2336314362031582e-10,0.50390625,0.20833333,10.642858,18.714285,0.23809524,1.0476191,21.528933,1.0743347,-0.0057462635,1.0,0.0,21.0,-18.0,14.0,9.0,-0.8571428,0.6428571,33.0,-40.0,24.0,19.0,-1.2121211,0.7916666,53.0,-60.0,32.0,31.0,-1.1320754,0.96874994,68.0,-88.0,39.0,46.0,-1.2941176,1.1794871,82.0,-118.0,47.0,63.0,-1.4390243,1.3404255,94.0,-142.0,52.0,76.0,-1.5106382,1.4615384,101.0,-168.0,51.0,91.0,-1.6633663,1.7843137,107.0,-203.0,51.0,111.0,-1.8971963,2.1764705,115.0,-234.0,52.0,127.0,-2.0347826,2.4423077,121.0,-238.0,51.0,138.0,-1.9669422,2.7058823
train,game9,Clip1,33,0,0,1.522997974471263e-08,0.5109375,0.23333333,11.392858,20.178572,0.4047619,1.9761904,23.172655,2.0172162,0.003103881,1.0,0.0,18.0,-22.0,9.0,10.0,-1.2222222,1.111111,39.0,-42.0,23.0,22.0,-1.076923,0.9565217,51.0,-70.0,33.0,37.0,-1.3725489,1.1212121,71.0,-100.0,41.0,54.0,-1.4084507,1.3170731,86.0,-124.0,48.0,67.0,-1.4418604,1.3958333,100.0,-150.0,56.0,82.0,-1.5,1.4642857,112.0,-185.0,61.0,102.0,-1.6517857,1.6721311,119.0,-216.0,60.0,118.0,-1.8151261,1.9666666,125.0,-220.0,60.0,129.0,-1.76,2.1499999,133.0,-220.0,61.0,144.0,-1.6541353,2.3606558
train,game9,Clip1,34,0,0,6.658361469857315e-07,0.51875,0.2638889,12.321428,22.678572,1.1666666,2.1666667,25.809595,2.4608037,0.016294444,1.0,0.0,22.0,-20.0,10.0,12.0,-0.9090909,1.1999999,40.0,-48.0,19.0,27.0,-1.1999999,1.4210526,61.0,-78.0,33.0,44.0,-1.2786885,1.3333333,73.0,-102.0,43.0,57.0,-1.3972603,1.3255813,93.0,-128.0,51.0,72.0,-1.3763441,1.4117646,108.0,-163.0,58.0,92.0,-1.5092592,1.5862069,122.0,-194.0,66.0,108.0,-1.590164,1.6363636,134.0,-198.0,71.0,119.0,-1.4776119,1.6760563,141.0,-198.0,70.0,134.0,-1.4042553,1.9142857,147.0,-199.0,70.0,149.0,-1.3537415,2.1285715
